...1,DATE,CV,SEM,ADNW1,ADNW2,ADNW3,SNS,AFF,DOUGA,BRAND,GT,SEM_lag1,SEM_lag2,Digital_Weighted,TV_Like_Weighted,SEM_TimeWeighted,GAMEPR230324,GAMEPR230727,INFLU230402,INFLU230404,INFLU230408,INFLU230821,CP230317,CP230421,CP230811,obon230812,GW230429,GW230430,INFLU_campaigns,GAMEPR_campaigns,CP_campaigns
246,2023-11-10,"536,2976481","39795,15906","16369,34273",39284,0,"15353,47681","88588,2",0,"595,8869532",64,"41023,76134","41462,46748","47432,15098","26975,64454","40638,7775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2023-11-11,"559,433694","42504,47556","15675,23911",41635,0,"8306,464022","94158,6",0,"530,2134138",80,"39795,15906","41023,76134","48794,80033","27842,40158","41409,94283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2023-11-12,"485,544418","44451,89698","15786,26113",43188,0,"11664,81868","96911,4",0,"584,6659985",80,"42504,47556","39795,15906","51184,53728","28669,35271","42412,38931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,2023-11-13,"568,9979636","44095,7616","17679,6563",40582,0,"11415,25447","91093,8",0,"532,020666",64,"44451,89698","42504,47556","49189,49432","28210,65737","43616,83741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2023-11-14,"571,2583041","58543,32368","22478,01392",38673,0,"8027,026322","81419,4",34321,"615,7502255",53,"44095,7616","44451,89698","53495,59723","29398,44438","50546,15876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2023-11-15,"542,0607397","48700,18084","24295,31166",38472,0,"14187,89568","74734,8",0,"597,6318258",55,"58543,32368","44095,7616","46699,52261","30109,58868","49195,02614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2023-11-16,"493,080798","34037,52895","17932,00924",38276,0,"11913,24716","74665,8",0,"495,4261018",63,"48700,18084","58543,32368","39969,5848","27169,10282","45712,35961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2023-11-17,"430,9802171","27255,25074","19079,75063",39279,0,"9687,898935","62010,6",0,"426,2599314",56,"34037,52895","48700,18084","32721,06867","28183,8342","36181,00412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2023-11-18,"443,6258627","51454,58555","23484,62446",41530,0,"22717,8","62350,2",0,"543,090891",77,"27255,25074","34037,52895","45874,68941","31278,16114","40216,65587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,2023-11-19,"475,4631633","23408,56564","16269,06185",43472,0,25971,"71436,6",0,"531,002157",74,"51454,58555","27255,25074","37460,13858","29027,16863","30735,03103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,2023-11-20,"527,8957408","50585,81915","8035,94746",40726,0,"24355,2","67061,4",0,"527,8001873",57,"23408,56564","51454,58555","47305,03887","23975,05875","45089,15127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,2023-11-21,"490,1961445","33949,24544","17630,9665",38420,0,"73886,4","63321,6",0,"538,130123",52,"50585,81915","23408,56564","49649,03871","27106,71192","33823,67879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,2023-11-22,"545,5016515","17650,57742","15517,06889",38325,0,"185464,8","63179,4",0,"622,3137843",62,"33949,24544","50585,81915","66468,33012","26114,91776","32614,10525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,2023-11-23,"566,9703807","36298,29972","11131,44906",38224,0,"171548,4","63130,2",0,"683,933174",67,"17650,57742","33949,24544","71402,53917","24105,38117","31499,69582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2023-11-24,"620,513592","42555,70285","21540,18846",39371,0,"171478,2",64908,0,"665,567746",64,"36298,29972","17650,57742","74590,8857","29328,92024","32535,29627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2023-11-25,"704,8032328","71779,74577","16356,63709",41462,0,"195646,2","68962,8",34562,"854,9143273",73,"42555,70285","36298,29972","95281,48657","28060,17455","53170,01235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,2023-11-26,"718,722775","30292,70157","22473,32093",43494,0,194073,71430,23453,"858,3290579",78,"71779,74577","42555,70285","77489,0851","31809,51627","43422,47545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,2023-11-27,"614,8604027","44026,73095","14385,30278",40638,0,"128257,8","66756,6",0,"683,790746",59,"30292,70157","71779,74577","66572,47234","26767,1575","50774,09738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2023-11-28,"601,5025391","33058,12253","17269,01944",52650,0,"84904,8","63088,2",3453,"689,1700939",60,"44026,73095","30292,70157","51735,84967","34067,91198","34434,44967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,2023-11-29,"569,0035757","42281,35377","16397,52342",76542,0,"86437,2","63173,4",0,"699,5006052",53,"33058,12253","44026,73095","55815,2008","45637,85271","40921,77412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,2023-11-30,"569,2872328","27990,73069","13408,20533",73356,0,96924,"63358,2",0,"630,1057756",57,"42281,35377","33058,12253","52041,22604","42707,81263","32807,4852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,2023-12-01,"588,3665033","18476,21671","9505,3271",75795,0,"83782,8",51663,0,"639,3185907",54,"27990,73069","42281,35377","41601,88069","42185,31413","28808,09617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,2023-12-02,"679,7626741","51193,67425","12969,79251",80142,0,130575,55749,36543,"783,3381388",74,"18476,21671","27990,73069","68715,11569","45908,73688","36120,2842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
